notif_no,substance_detected
NOT210605546K,Nan
NOT210605721K,Nan
NOT210605697K,Nan
NOT210605594K,Nan
NOT210605592K,Nan
NOT190605964K,Nan
NOT210605617K,Nan
NOT190606362K,Nan
NOT210605713K,Nan
NOT210605724K,Nan
NOT210605723K,Nan
NOT210605720K,Nan
NOT210605704K,Nan
NOT190605953K,Nan
NOT190605966K,Nan
NOT190605973K,Nan
NOT190605974K,Nan
NOT190605975K,Nan
NOT190605976K,Nan
NOT190605955K,Nan
NOT190605954K,Nan
NOT190605956K,Nan
NOT230605719K,Nan
NOT190605977K,Nan
NOT190606020K,Nan
NOT190605965K,Nan
NOT190606371K,Nan
NOT210605593K,Nan
NOT190605935K,Nan
NOT190606199K,Nan
NOT210605719K,Nan
NOT210605847K,Nan
NOT190606197K,Nan
NOT190606169K,Nan
NOT190606170K,Nan
NOT190606196K,Nan
NOT190606171K,Nan
NOT190606183K,Nan
NOT190605922K,Nan
NOT230605715K,Nan
NOT190605963K,Nan
NOT210605725K,Nan
NOT230605718K,Nan
NOT230605716K,Nan
NOT230605717K,Nan
NOT210605698K,Nan
NOT210605699K,Nan
NOT190606370K,Nan
NOT210605700K,Nan
NOT210605701K,Nan
NOT210605702K,Nan
NOT210605734K,Nan
NOT210605703K,Nan
NOT190605972K,Nan
NOT210605646K,Nan
NOT210605717K,Nan
NOT210605644K,Nan
NOT190606051K,Nan
NOT190606045K,Nan
NOT190606132K,Nan
NOT210605590K,Nan
NOT210605718K,Nan
NOT190606108K,Nan
NOT190606107K,Nan
NOT190606141K,Nan
NOT190605962K,Nan
NOT210605645K,Nan
NOT210605591K,Nan
NOT210605808K,Nan
NOT210605722K,Nan
NOT210605672K,Nan
NOT190606055K,Nan
NOT210605587K,Nan
NOT190606054K,Nan
NOT190606052K,Nan
NOT190606066K,Nan
NOT210605710K,Nan
NOT210605545K,Nan
NOT210605643K,Nan
NOT190606065K,Nan
NOT190606064K,Nan
NOT210605851K,Nan
NOT190606063K,Nan
NOT210605547K,Nan
NOT210605639K,Nan
NOT190606062K,Nan
NOT210605705K,Nan
NOT190606061K,Nan
NOT210605588K,Nan
NOT190606060K,Nan
NOT190606059K,Nan
NOT210605696K,Nan
NOT210605837K,Nan
NOT190606056K,Nan
NOT210605754K,Nan
NOT210605676K,Nan
NOT210605853K,Nan
NOT210605759K,Nan
NOT210605738K,Nan
NOT190606072K,Nan
NOT210605852K,Nan
NOT210605737K,Nan
NOT210605674K,Nan
NOT210605758K,Nan
NOT210605868K,Nan
NOT210605757K,Nan
NOT190606071K,Nan
NOT210605867K,Nan
NOT210605756K,Nan
NOT210605866K,Nan
NOT210605865K,Nan
NOT190606070K,Nan
NOT190606069K,Nan
NOT210605673K,Nan
NOT190606068K,Nan
NOT190606067K,Nan
NOT210605753K,Nan
NOT190606073K,Nan
NOT210605755K,Nan
NOT210605752K,Nan
NOT210605657K,Nan
NOT210605569K,Nan
NOT210605726K,Nan
NOT210605622K,Nan
NOT210605659K,Nan
NOT210605747K,Nan
NOT210605728K,Nan
NOT210605743K,Nan
NOT210605727K,Nan
NOT210605573K,Nan
NOT210605571K,Nan
NOT210605543K,Nan
NOT210605715K,Nan
NOT210605600K,Nan
NOT210605742K,Nan
NOT210605741K,Nan
NOT210605599K,Nan
NOT210605740K,Nan
NOT210605816K,Nan
NOT210605874K,Nan
NOT210605739K,Nan
NOT210605658K,Nan
NOT190606058K,Nan
NOT210605729K,Nan
NOT190606053K,Nan
NOT210605818K,Nan
NOT210605709K,Nan
NOT210605708K,Nan
NOT210605716K,Nan
NOT190606057K,Nan
NOT190606049K,Nan
NOT210605731K,Nan
NOT190606048K,Nan
NOT190606047K,Nan
NOT210605707K,Nan
NOT210605580K,Nan
NOT190606046K,Nan
NOT210605706K,Nan
NOT210605581K,Nan
NOT190606044K,Nan
NOT210605556K,Nan
NOT210605730K,Nan
NOT210605557K,Nan
NOT210605660K,Nan
NOT190606043K,Nan
NOT190606042K,Nan
NOT190606041K,Nan
NOT210605854K,Nan
NOT210605675K,Nan
NOT210605856K,Nan
NOT210605809K,Nan
NOT190606099K,Nan
NOT190606098K,Nan
NOT150604986K,Nan
NOT210605810K,Nan
NOT150604984K,Nan
NOT190606097K,Nan
NOT210605855K,Nan
NOT150604983K,Nan
NOT190606040K,Nan
NOT190606039K,Nan
NOT210605812K,Nan
NOT190606038K,Nan
NOT210605846K,Nan
NOT190606096K,Nan
NOT190606100K,Nan
NOT190606101K,Nan
NOT190606102K,Nan
NOT210605611K,Nan
NOT210605566K,Nan
NOT210605565K,Nan
NOT210605688K,Nan
NOT210605687K,Nan
NOT210605681K,Nan
NOT210605807K,Nan
NOT210605680K,Nan
NOT210605735K,Nan
NOT190606030K,Nan
NOT210605597K,Nan
NOT210605806K,Nan
NOT190606110K,Nan
NOT210605714K,Nan
NOT190606111K,Nan
NOT210605610K,Nan
NOT190606112K,Nan
NOT190606029K,Nan
NOT190606024K,Nan
NOT210605811K,Nan
NOT210605572K,Nan
NOT210605682K,Nan
NOT210605858K,Nan
NOT210605761K,Nan
NOT210605859K,Nan
NOT210605686K,Nan
NOT210605685K,Nan
NOT210605677K,Nan
NOT210605733K,Nan
NOT210605678K,Nan
NOT210605845K,Nan
NOT210605736K,Nan
NOT210605684K,Nan
NOT190606076K,Nan
NOT210605663K,Nan
NOT210605860K,Nan
NOT210605662K,Nan
NOT190606074K,Nan
NOT190606075K,Nan
NOT190606025K,Nan
NOT210605857K,Nan
NOT190606026K,Nan
NOT210605815K,Nan
NOT210605844K,Nan
NOT210605843K,Nan
NOT210605842K,Nan
NOT210605841K,Nan
NOT210605712K,Nan
NOT210605840K,Nan
NOT190606022K,Nan
NOT190606023K,Nan
NOT210605839K,Nan
NOT210605679K,Nan
NOT210605838K,Nan
NOT210605711K,Nan
NOT210605760K,Nan
NOT210605579K,Nan
NOT230605730K,Nan
NOT230605810K,Nan
NOT230605794K,Nan
NOT230605784K,Nan
NOT230605734K,Nan
NOT230605836K,Nan
NOT230605807K,Nan
NOT230605785K,Nan
NOT230605767K,Nan
NOT230605951K,Nan
NOT230605808K,Nan
NOT230605915K,Nan
NOT230605809K,Nan
NOT230605914K,Nan
NOT230605739K,Nan
NOT230605738K,Nan
NOT230605732K,Nan
NOT230605898K,Nan
NOT230605796K,Nan
NOT230605733K,Nan
NOT230605907K,Nan
NOT230605763K,Nan
NOT230605904K,Nan
NOT230605903K,Nan
NOT210606139K,Nan
NOT230605918K,Nan
NOT230605837K,Nan
NOT230605889K,Nan
NOT230605896K,Nan
NOT230605788K,Nan
NOT230605906K,Nan
NOT230605902K,Nan
NOT230605821K,Nan
NOT230605900K,Nan
NOT230605869K,Nan
NOT230605813K,Nan
NOT230605822K,Nan
NOT230605823K,Nan
NOT230605764K,Nan
NOT230605824K,Nan
NOT230605768K,Nan
NOT230605827K,Nan
NOT230605812K,Nan
NOT230605829K,Nan
NOT230605831K,Nan
NOT230605832K,Nan
NOT230605835K,Nan
NOT230605833K,Nan
NOT230605847K,Nan
NOT230605851K,Nan
NOT230605852K,Nan
NOT230605853K,Nan
NOT230605830K,Nan
NOT230605854K,Nan
NOT230605766K,Nan
NOT230605935K,Nan
NOT230605881K,Nan
NOT230605919K,Nan
NOT230605751K,Nan
NOT230605753K,Nan
NOT230605818K,Nan
NOT230605928K,Nan
NOT230605894K,Nan
NOT230605927K,Nan
NOT230605814K,Nan
NOT230605816K,Nan
NOT230605817K,Nan
NOT230605842K,Nan
NOT230605843K,Nan
NOT230605844K,Nan
NOT230605868K,Nan
NOT230605845K,Nan
NOT230605815K,Nan
NOT230605846K,Nan
NOT230605820K,Nan
NOT230605765K,Nan
NOT230605855K,Nan
NOT230605857K,Nan
NOT230605945K,Nan
NOT230605797K,Nan
NOT230605916K,Nan
NOT230605803K,Nan
NOT230605921K,Nan
NOT230605924K,Nan
NOT230605943K,Nan
NOT210606175K,Nan
NOT230605786K,Nan
NOT210606176K,Nan
NOT230605762K,Nan
NOT230605880K,Nan
NOT230605806K,Nan
NOT230605841K,Nan
NOT230605840K,Nan
NOT230605887K,Nan
NOT230605890K,Nan
NOT230605888K,Nan
NOT230605805K,Nan
NOT230605856K,Nan
NOT190606515K,Nan
NOT230605819K,Nan
NOT230605858K,Nan
NOT230605859K,Nan
NOT230605908K,Nan
NOT230605828K,Nan
NOT230605736K,Nan
NOT230605761K,Nan
NOT230605891K,Nan
NOT230605804K,Nan
NOT230605947K,Nan
NOT230605839K,Nan
NOT230605760K,Nan
NOT230605774K,Nan
NOT230605920K,Nan
NOT210606140K,Nan
NOT210606141K,Nan
NOT230605949K,Nan
NOT230605885K,Nan
NOT210606174K,Nan
NOT230605892K,Nan
NOT230605923K,Nan
NOT230605953K,Nan
NOT230605911K,Nan
NOT190606691K,Nan
NOT190606719K,Nan
NOT230605792K,Nan
NOT190606558K,Nan
NOT230605931K,Nan
NOT230605878K,Nan
NOT230605865K,Nan
NOT190606447K,Nan
NOT230605722K,Nan
NOT230605926K,Nan
NOT230605737K,Nan
NOT230605838K,Nan
NOT230605867K,Nan
NOT230605874K,Nan
NOT230605850K,Nan
NOT230605866K,Nan
NOT230605795K,Nan
NOT230605864K,Nan
NOT230605940K,Nan
NOT210605994K,Nan
NOT230605905K,Nan
NOT230605755K,Nan
NOT230605748K,Nan
NOT230605744K,Nan
NOT230605746K,Nan
NOT230605742K,Nan
NOT230605863K,Nan
NOT230605884K,Nan
NOT210606106K,Nan
NOT190606599K,Nan
NOT230605770K,Nan
NOT150605202K,Nan
NOT210606138K,Nan
NOT230605735K,Nan
NOT210606137K,Nan
NOT230605802K,Nan
NOT150605252K,Nan
NOT190606600K,Nan
NOT230605801K,Nan
NOT230605769K,Nan
NOT230605872K,Nan
NOT230605883K,Nan
NOT230605933K,Nan
NOT230605929K,Nan
NOT210606171K,Nan
NOT230605873K,Nan
NOT190606544K,Nan
NOT190606519K,Nan
NOT230605759K,Nan
NOT210606172K,Nan
NOT190606545K,Nan
NOT210606173K,Nan
NOT190606494K,Nan
NOT230605723K,Nan
NOT230605773K,Nan
NOT190606546K,Nan
NOT190606688K,Nan
NOT230605879K,Nan
NOT230605848K,Nan
NOT230605860K,Nan
NOT230605862K,Nan
NOT230605870K,Nan
NOT190606741K,Nan
NOT190606665K,Nan
NOT230605910K,Nan
NOT190606664K,Nan
NOT190606518K,Nan
NOT190606547K,Nan
NOT190606585K,Nan
NOT230605871K,Nan
NOT190606542K,Nan
NOT190606543K,Nan
NOT190606584K,Nan
NOT190606549K,Nan
NOT230605789K,Nan
NOT190606551K,Nan
NOT230605861K,Nan
NOT230605787K,Nan
NOT230605930K,Nan
NOT150605255K,Nan
NOT230605922K,Nan
NOT230605729K,Nan
NOT230605728K,Nan
NOT230605779K,Nan
NOT230605782K,Nan
NOT210606178K,Nan
NOT230605939K,Nan
NOT230605778K,Nan
NOT230605913K,Nan
NOT190606539K,Nan
NOT230605727K,Nan
NOT150605254K,Nan
NOT230605721K,Nan
NOT190606540K,Nan
NOT230605772K,Nan
NOT230605798K,Nan
NOT230605726K,Nan
NOT230605799K,Nan
NOT230605750K,Nan
NOT190606548K,Nan
NOT230605800K,Nan
NOT230605932K,Nan
NOT230605790K,Nan
NOT230605780K,Nan
NOT230605740K,Nan
NOT230605912K,Nan
NOT230605781K,Nan
NOT230605724K,Nan
NOT230605771K,Nan
NOT230605934K,Nan
NOT230605909K,Nan
NOT230605941K,Nan
NOT230605825K,Nan
NOT150605292K,Nan
NOT230605720K,Nan
NOT230605757K,Nan
NOT230605917K,Nan
NOT230605925K,Nan
NOT230605826K,Nan
NOT230605936K,Nan
NOT230605876K,Nan
NOT230605776K,Nan
NOT230605775K,Nan
NOT230605783K,Nan
NOT230605886K,Nan
NOT230605725K,Nan
NOT230605901K,Nan
NOT190606550K,Nan
NOT230605938K,Nan
NOT230606257K,Nan
NOT230606586K,Nan
NOT230606430K,Nan
NOT230606142K,Nan
NOT230606128K,Nan
NOT230606535K,Nan
NOT230606428K,Nan
NOT190606887K,Nan
NOT230606528K,Nan
NOT230606135K,Nan
NOT230606259K,Nan
NOT190606997K,Nan
NOT230605991K,Nan
NOT230605974K,Nan
NOT230605972K,Nan
NOT230605990K,Nan
NOT190606928K,Nan
NOT230606590K,Nan
NOT230606263K,Nan
NOT230605987K,Nan
NOT230605988K,Nan
NOT230606216K,Nan
NOT230605989K,Nan
NOT190606994K,Nan
NOT190606996K,Nan
NOT190607004K,Nan
NOT190607007K,Nan
NOT190607006K,Nan
NOT190607005K,Nan
NOT190606951K,Nan
NOT230605986K,Nan
NOT230605984K,Nan
NOT230605982K,Nan
NOT230606264K,Nan
NOT230605973K,Nan
NOT230606238K,Nan
NOT230605975K,Nan
NOT230605976K,Nan
NOT230606490K,Nan
NOT230606423K,Nan
NOT230605977K,Nan
NOT230606319K,Nan
NOT230605978K,Nan
NOT230605980K,Nan
NOT230606481K,Nan
NOT230606588K,Nan
NOT230606480K,Nan
NOT190606957K,Nan
NOT230605970K,Nan
NOT190606995K,Nan
NOT230606150K,Nan
NOT230606209K,Nan
NOT230606356K,Nan
NOT230606495K,Nan
NOT230606250K,Nan
NOT230606455K,Nan
NOT230606494K,Nan
NOT230606493K,Nan
NOT230606001K,Nan
NOT230606522K,Nan
NOT230606175K,Nan
NOT230606477K,Nan
NOT230606505K,Nan
NOT230606254K,Nan
NOT230606124K,Nan
NOT230606139K,Nan
NOT230606492K,Nan
NOT230606452K,Nan
NOT230606503K,Nan
NOT230606491K,Nan
NOT230606577K,Nan
NOT230606584K,Nan
NOT230606531K,Nan
NOT230606582K,Nan
NOT230606467K,Nan
NOT230606525K,Nan
NOT230606533K,Nan
NOT230606445K,Nan
NOT230606253K,Nan
NOT230606225K,Nan
NOT230606561K,Nan
NOT230606376K,Nan
NOT230606002K,Nan
NOT230606578K,Nan
NOT230606579K,Nan
NOT230606580K,Nan
NOT230606251K,Nan
NOT230606485K,Nan
NOT230606461K,Nan
NOT230606555K,Nan
NOT230606581K,Nan
NOT230606315K,Nan
NOT230606567K,Nan
NOT230606565K,Nan
NOT230606314K,Nan
NOT230606536K,Nan
NOT230606450K,Nan
NOT230606501K,Nan
NOT230606443K,Nan
NOT230606245K,Nan
NOT230606436K,Nan
NOT230606544K,Nan
NOT230606133K,Nan
NOT230606545K,Nan
NOT230605998K,Nan
NOT230606271K,Nan
NOT230605996K,Nan
NOT230606337K,Nan
NOT230606310K,Nan
NOT230606260K,Nan
NOT230605994K,Nan
NOT230605992K,Nan
NOT230606592K,Nan
NOT230606538K,Nan
NOT230606272K,Nan
NOT230606273K,Nan
NOT230606537K,Nan
NOT230606158K,Nan
NOT230606530K,Nan
NOT230606127K,Nan
NOT230606572K,Nan
NOT230606469K,Nan
NOT230606575K,Nan
NOT230606596K,Nan
NOT230606597K,Nan
NOT230606529K,Nan
NOT230606516K,Nan
NOT230606178K,Nan
NOT230606600K,Nan
NOT230606435K,Nan
NOT230606514K,Nan
NOT230606126K,Nan
NOT230606125K,Nan
NOT230606574K,Nan
NOT230606182K,Nan
NOT230606000K,Nan
NOT230606318K,Nan
NOT230606511K,Nan
NOT230606446K,Nan
NOT230606573K,Nan
NOT230606601K,Nan
NOT230606140K,Nan
NOT230606344K,Nan
NOT230605968K,Nan
NOT190607152K,Nan
NOT190607153K,Nan
NOT190607155K,Nan
NOT190607129K,Nan
NOT190607156K,Nan
NOT190607130K,Nan
NOT190607162K,Nan
NOT230606252K,Nan
NOT190607163K,Nan
NOT230606569K,Nan
NOT230606568K,Nan
NOT230606553K,Nan
NOT230606541K,Nan
NOT230606532K,Nan
NOT230606249K,Nan
NOT190607164K,Nan
NOT190607184K,Nan
NOT230606136K,Nan
NOT190607103K,Nan
NOT230606222K,Nan
NOT230606227K,Nan
NOT230606229K,Nan
NOT230606431K,Nan
NOT190607151K,Nan
NOT230606147K,Nan
NOT190606903K,Nan
NOT230606276K,Nan
NOT230606570K,Nan
NOT190606998K,Nan
NOT190606999K,Nan
NOT190607000K,Nan
NOT230606391K,Nan
NOT230606524K,Nan
NOT230606390K,Nan
NOT230606388K,Nan
NOT230606387K,Nan
NOT230606489K,Nan
NOT190607001K,Nan
NOT230606488K,Nan
NOT190607002K,Nan
NOT230606280K,Nan
NOT230606279K,Nan
NOT230606386K,Nan
NOT230606484K,Nan
NOT230606483K,Nan
NOT190607009K,Nan
NOT190607012K,Nan
NOT230606278K,Nan
NOT230606277K,Nan
NOT190606877K,Nan
NOT190606902K,Nan
NOT230606393K,Nan
NOT230606137K,Nan
NOT230606231K,Nan
NOT230606316K,Nan
NOT230606270K,Nan
NOT230606148K,Nan
NOT230606152K,Nan
NOT230606247K,Nan
NOT230606274K,Nan
NOT230606441K,Nan
NOT230606282K,Nan
NOT230606167K,Nan
NOT230606554K,Nan
NOT230606559K,Nan
NOT230606562K,Nan
NOT230606539K,Nan
NOT230606184K,Nan
NOT230606502K,Nan
NOT230606234K,Nan
NOT230606171K,Nan
NOT230606190K,Nan
NOT230606194K,Nan
NOT230606275K,Nan
NOT230606177K,Nan
NOT230606180K,Nan
NOT230606153K,Nan
NOT230606232K,Nan
NOT230606523K,Nan
NOT230606248K,Nan
NOT230606212K,Nan
NOT190606884K,Nan
NOT230606204K,Nan
NOT230606437K,Nan
NOT230606173K,Nan
NOT230606156K,Nan
NOT230606384K,Nan
NOT230606138K,Nan
NOT230606149K,Nan
NOT230606382K,Nan
NOT230606154K,Nan
NOT230606380K,Nan
NOT230606379K,Nan
NOT230606378K,Nan
NOT230606163K,Nan
NOT230606269K,Nan
NOT230606181K,Nan
NOT230606230K,Nan
NOT230606185K,Nan
NOT230606200K,Nan
NOT230606341K,Nan
NOT230606476K,Nan
NOT230606197K,Nan
NOT230606475K,Nan
NOT230606220K,Nan
NOT230606395K,Nan
NOT230606397K,Nan
NOT230606398K,Nan
NOT230606342K,Nan
NOT190606810K,Nan
NOT230606224K,Nan
NOT190606811K,Nan
NOT190606905K,Nan
NOT230606377K,Nan
NOT230606336K,Nan
NOT190606954K,Nan
NOT230606426K,Nan
NOT230606215K,Nan
NOT230606203K,Nan
NOT230606421K,Nan
NOT190606990K,Nan
NOT230606420K,Nan
NOT190606958K,Nan
NOT190606974K,Nan
NOT190606975K,Nan
NOT190606976K,Nan
NOT190606977K,Nan
NOT190606978K,Nan
NOT190606979K,Nan
NOT230606442K,Nan
NOT190606980K,Nan
NOT230606343K,Nan
NOT230606504K,Nan
NOT190606879K,Nan
NOT230606207K,Nan
NOT230606144K,Nan
NOT230605967K,Nan
NOT230606432K,Nan
NOT230606265K,Nan
NOT230606164K,Nan
NOT230605966K,Nan
NOT230605965K,Nan
NOT230606534K,Nan
NOT230606424K,Nan
NOT230605964K,Nan
NOT230605963K,Nan
NOT230605962K,Nan
NOT230606134K,Nan
NOT230605961K,Nan
NOT230606515K,Nan
NOT230605960K,Nan
NOT230606218K,Nan
NOT190607092K,Nan
NOT190607095K,Nan
NOT230606187K,Nan
NOT230606210K,Nan
NOT230606141K,Nan
NOT230606521K,Nan
NOT190606878K,Nan
NOT230606417K,Nan
NOT230606325K,Nan
NOT190606981K,Nan
NOT230606288K,Nan
NOT230606300K,Nan
NOT230605955K,Nan
NOT230605956K,Nan
NOT230606287K,Nan
NOT230606286K,Nan
NOT230605958K,Nan
NOT230606321K,Nan
NOT230606285K,Nan
NOT230606284K,Nan
NOT230606281K,Nan
NOT230606413K,Nan
NOT230606414K,Nan
NOT230606408K,Nan
NOT230606410K,Nan
NOT230606412K,Nan
NOT230606406K,Nan
NOT230606404K,Nan
NOT190607154K,Nan
NOT230606375K,Nan
NOT230606402K,Nan
NOT230606400K,Nan
NOT230606399K,Nan
NOT230606289K,Nan
NOT230606202K,Nan
NOT230606290K,Nan
NOT230606291K,Nan
NOT230605959K,Nan
NOT230606416K,Nan
NOT190606982K,Nan
NOT190606984K,Nan
NOT190606985K,Nan
NOT190606986K,Nan
NOT190606987K,Nan
NOT190606988K,Nan
NOT190606989K,Nan
NOT190606991K,Nan
NOT190606992K,Nan
NOT230606438K,Nan
NOT190607003K,Nan
NOT230606320K,Nan
NOT230606322K,Nan
NOT230606305K,Nan
NOT230606304K,Nan
NOT230606303K,Nan
NOT230606302K,Nan
NOT230606123K,Nan
NOT230606527K,Nan
NOT230606323K,Nan
NOT230605957K,Nan
NOT230606301K,Nan
NOT230606415K,Nan
NOT190606947K,Nan
NOT230606329K,Nan
NOT230606255K,Nan
NOT230606109K,Nan
NOT230606044K,Nan
NOT230606111K,Nan
NOT230606113K,Nan
NOT230606115K,Nan
NOT230606357K,Nan
NOT230606244K,Nan
NOT230606131K,Nan
NOT230606453K,Nan
NOT230606116K,Nan
NOT230606117K,Nan
NOT230606118K,Nan
NOT230606119K,Nan
NOT230606120K,Nan
NOT230606121K,Nan
NOT230606334K,Nan
NOT230605954K,Nan
NOT230606440K,Nan
NOT230606243K,Nan
NOT230606036K,Nan
NOT230606037K,Nan
NOT230606038K,Nan
NOT230606262K,Nan
NOT230606332K,Nan
NOT230606496K,Nan
NOT230606040K,Nan
NOT230606042K,Nan
NOT230606355K,Nan
NOT230606470K,Nan
NOT230606563K,Nan
NOT230606143K,Nan
NOT230606046K,Nan
NOT230606560K,Nan
NOT230606107K,Nan
NOT230606020K,Nan
NOT230606546K,Nan
NOT230606324K,Nan
NOT230606458K,Nan
NOT230606205K,Nan
NOT230606239K,Nan
NOT230606449K,Nan
NOT230606518K,Nan
NOT230606292K,Nan
NOT230606368K,Nan
NOT230606595K,Nan
NOT230606353K,Nan
NOT230606371K,Nan
NOT230606478K,Nan
NOT230606373K,Nan
NOT230606296K,Nan
NOT230606374K,Nan
NOT230606479K,Nan
NOT230606105K,Nan
NOT230606283K,Nan
NOT230606047K,Nan
NOT230606104K,Nan
NOT230606048K,Nan
NOT230606103K,Nan
NOT230606106K,Nan
NOT230606102K,Nan
NOT230606099K,Nan
NOT230606444K,Nan
NOT230606097K,Nan
NOT230606095K,Nan
NOT230606093K,Nan
NOT230606049K,Nan
NOT230606101K,Nan
NOT230606598K,Nan
NOT230606363K,Nan
NOT230606268K,Nan
NOT230606307K,Nan
NOT230606309K,Nan
NOT230606311K,Nan
NOT230606312K,Nan
NOT230606313K,Nan
NOT230606235K,Nan
NOT230606599K,Nan
NOT230606564K,Nan
NOT230606366K,Nan
NOT230606520K,Nan
NOT230606367K,Nan
NOT230606317K,Nan
NOT230606463K,Nan
NOT230606434K,Nan
NOT230606498K,Nan
NOT230606465K,Nan
NOT230606233K,Nan
NOT230606129K,Nan
NOT230606130K,Nan
NOT230606500K,Nan
NOT230606456K,Nan
NOT230606459K,Nan
NOT230606422K,Nan
NOT230606460K,Nan
NOT230606462K,Nan
NOT230606482K,Nan
NOT230606499K,Nan
NOT230606474K,Nan
NOT230606472K,Nan
NOT230606358K,Nan
NOT230606359K,Nan
NOT230606146K,Nan
NOT230606556K,Nan
NOT230606297K,Nan
NOT230606236K,Nan
NOT230606361K,Nan
NOT230606026K,Nan
NOT230606362K,Nan
NOT230606028K,Nan
NOT230606030K,Nan
NOT230606032K,Nan
NOT230606025K,Nan
NOT230606364K,Nan
NOT230606033K,Nan
NOT230606306K,Nan
NOT230606034K,Nan
NOT230606294K,Nan
NOT230606035K,Nan
NOT230606261K,Nan
NOT230606295K,Nan
NOT230606542K,Nan
NOT230606024K,Nan
NOT230606360K,Nan
NOT230606457K,Nan
NOT230606396K,Nan
NOT230606497K,Nan
NOT230606237K,Nan
NOT230606365K,Nan
NOT230606308K,Nan
NOT230606023K,Nan
NOT230606021K,Nan
NOT230606526K,Nan
NOT230606299K,Nan
NOT230606132K,Nan
NOT230606451K,Nan
NOT230606513K,Nan
NOT230606022K,Nan
NOT230606454K,Nan
NOT230606246K,Nan
NOT230606372K,Nan
NOT230606346K,Nan
NOT230606267K,Nan
NOT230606543K,Nan
NOT230606065K,Nan
NOT230606339K,Nan
NOT230606019K,Nan
NOT230606005K,Nan
NOT230606004K,Nan
NOT230606092K,Nan
NOT230606348K,Nan
NOT230606066K,Nan
NOT230606293K,Nan
NOT230606085K,Nan
NOT230606508K,Nan
NOT230606091K,Nan
NOT230606090K,Nan
NOT230606067K,Nan
NOT230606349K,Nan
NOT230606240K,Nan
NOT230606566K,Nan
NOT230606519K,Nan
NOT230606064K,Nan
NOT230606548K,Nan
NOT230606062K,Nan
NOT230606061K,Nan
NOT230606081K,Nan
NOT210606205K,Nan
NOT230606083K,Nan
NOT230606351K,Nan
NOT230606594K,Nan
NOT230606540K,Nan
NOT230606370K,Nan
NOT230606326K,Nan
NOT230606007K,Nan
NOT230606059K,Nan
NOT230606433K,Nan
NOT230606009K,Nan
NOT230606011K,Nan
NOT230606517K,Nan
NOT230606510K,Nan
NOT230606447K,Nan
NOT230606013K,Nan
NOT230606003K,Nan
NOT230606550K,Nan
NOT230606080K,Nan
NOT230606506K,Nan
NOT230606075K,Nan
NOT230606369K,Nan
NOT230606076K,Nan
NOT230606347K,Nan
NOT230606079K,Nan
NOT230606077K,Nan
NOT230606487K,Nan
NOT230606055K,Nan
NOT230606552K,Nan
NOT230606078K,Nan
NOT230606017K,Nan
NOT230606345K,Nan
NOT230606051K,Nan
NOT230606087K,Nan
NOT230606053K,Nan
NOT230606015K,Nan
NOT230606073K,Nan
NOT230606063K,Nan
NOT230606241K,Nan
NOT230606071K,Nan
NOT230606069K,Nan
NOT230606330K,Nan
NOT230606486K,Nan
NOT230606057K,Nan
NOT230606327K,Nan
NOT230606328K,Nan
NOT230606089K,Nan
NOT230606050K,Nan
NOT210606202K,Nan
NOT230606593K,Nan
NOT230606242K,Nan
NOT210606296K,Nan
NOT210606298K,Nan
NOT230606695K,Nan
NOT230606629K,Nan
NOT190607384K,Nan
NOT230606718K,Nan
NOT230606743K,Nan
NOT230606771K,Nan
NOT230606619K,Nan
NOT230606618K,Nan
NOT230606605K,Nan
NOT230606617K,Nan
NOT210606281K,Nan
NOT230606697K,Nan
NOT230606708K,Nan
NOT230606768K,Nan
NOT230606789K,Nan
NOT230606814K,Nan
NOT230606613K,Nan
NOT230606621K,Nan
NOT230606793K,Nan
NOT210606297K,Nan
NOT190607383K,Nan
NOT210606256K,Nan
NOT210606319K,Nan
NOT230606794K,Nan
NOT230606795K,Nan
NOT230606754K,Nan
NOT230606608K,Nan
NOT230606740K,Nan
NOT230606796K,Nan
NOT230606797K,Nan
NOT230606706K,Nan
NOT230606774K,Nan
NOT230606722K,Nan
NOT230606642K,Nan
NOT230606684K,Nan
NOT230606778K,Nan
NOT230606741K,Nan
NOT230606622K,Nan
NOT230606783K,Nan
NOT230606677K,Nan
NOT210606494K,Nan
NOT230606686K,Nan
NOT230606643K,Nan
NOT230606724K,Nan
NOT230606688K,Nan
NOT210606371K,Nan
NOT230606813K,Nan
NOT230606811K,Nan
NOT230606809K,Nan
NOT230606725K,Nan
NOT230606803K,Nan
NOT230606723K,Nan
NOT230606682K,Nan
NOT230606679K,Nan
NOT230606676K,Nan
NOT210606318K,Nan
NOT210606317K,Nan
NOT230606720K,Nan
NOT230606788K,Nan
NOT210606316K,Nan
NOT210606315K,Nan
NOT230606707K,Nan
NOT230606667K,Nan
NOT230606780K,Nan
NOT230606738K,Nan
NOT210606314K,Nan
NOT210606313K,Nan
NOT230606742K,Nan
NOT230606650K,Nan
NOT230606781K,Nan
NOT210606312K,Nan
NOT230606753K,Nan
NOT210606481K,Nan
NOT230606735K,Nan
NOT230606609K,Nan
NOT230606611K,Nan
NOT230606603K,Nan
NOT230606690K,Nan
NOT230606670K,Nan
NOT230606671K,Nan
NOT230606672K,Nan
NOT230606703K,Nan
NOT230606674K,Nan
NOT230606645K,Nan
NOT210606320K,Nan
NOT230606693K,Nan
NOT190607421K,Nan
NOT230606669K,Nan
NOT210606488K,Nan
